Agent 0,Agent 1,min,max,avg,steps,trend
34.3,32.0,5.1,61.2,33.15,453,26.54115659716545
31.6,27.4,5.7,53.3,29.5,454,26.533350358931358
32.8,32.4,6.6,58.6,32.6,455,26.52584404479319
34.7,36.0,7.7,63.0,35.35,456,26.518643299455118
31.4,28.9,4.9,55.4,30.15,457,26.511753797394718
38.0,27.2,5.4,59.8,32.6,458,26.50518124286296
30.2,27.4,5.0,52.6,28.8,459,26.498931369884204
31.9,23.2,2.5,52.6,27.55,460,26.49300994225621
33.9,34.9,5.2,63.6,34.4,461,26.487422753550128
30.9,32.1,4.5,58.5,31.5,462,26.482175627110507
30.8,28.5,4.2,55.1,29.650000000000002,463,26.477274416055288
31.4,27.7,5.6,53.5,29.55,464,26.47272500327581
32.0,24.2,5.1,51.1,28.1,465,26.468533301436803
30.5,41.2,5.5,66.2,35.85,466,26.464705252976394
32.7,27.3,3.2,56.8,30.0,467,26.46124683010611
38.5,23.9,5.8,56.6,31.2,468,26.45816403481086
31.1,26.4,6.7,50.8,28.75,469,26.455462898848964
32.6,23.8,5.6,50.8,28.2,470,26.45314948375212
32.8,23.4,5.4,50.8,28.099999999999998,471,26.451229880825437
35.6,25.8,8.0,53.4,30.7,472,26.449710211147405
23.4,27.0,7.8,42.6,25.2,473,26.448596625569923
22.4,33.4,9.1,46.7,27.900000000000002,474,26.447895304718273
21.1,16.1,3.6,33.6,18.6,475,26.447612458991134
24.1,24.4,6.1,42.4,24.25,476,26.44775432856059
23.1,17.2,5.5,34.8,20.15,477,26.4483271833721
22.1,10.3,1.1,31.3,16.2,478,26.44933732314454
25.3,14.8,4.9,35.2,20.05,479,26.45079107737017
25.6,25.4,7.2,43.8,25.5,480,26.452694805314643
26.1,17.0,5.1,38.0,21.55,481,26.455054896017007
26.5,26.5,5.6,47.4,26.5,482,26.457877768289713
27.0,20.9,5.5,42.4,23.95,483,26.4611698707186
25.0,32.5,7.7,49.8,28.75,484,26.464937681662903
25.6,16.3,5.0,36.9,20.95,485,26.469187709255248
29.1,21.3,4.3,46.1,25.2,486,26.473926491401667
25.2,29.8,7.9,47.1,27.5,487,26.47916059578158
26.2,17.1,5.5,37.8,21.65,488,26.484896619847795
27.4,24.0,8.8,42.6,25.700000000000003,489,26.491141190826532
26.6,26.8,6.0,47.4,26.7,490,26.49790096571739
26.8,27.3,9.0,45.1,27.05,491,26.505182631293362
32.3,28.3,9.8,50.8,30.299999999999997,492,26.512992904100855
28.4,15.6,4.9,39.1,22.0,493,26.521338530459655
28.3,28.0,6.8,49.5,28.15,494,26.530226286462945
26.7,27.9,6.1,48.5,27.3,495,26.539662977977304
33.6,23.5,10.3,46.8,28.549999999999997,496,26.549655440642706
29.0,28.5,7.5,50.0,28.75,497,26.56021053987252
33.9,24.6,6.1,52.4,29.25,498,26.571335170853516
31.5,21.1,6.8,45.8,26.299999999999997,499,26.583036258545846
30.9,17.7,4.0,44.6,24.3,500,26.595320757683066
