Agent 0,Agent 1,min,max,avg,steps,trend
36.5,21.0,9.0,48.5,28.75,167,29.001066240436153
38.3,12.9,6.9,44.3,25.599999999999998,168,28.97033886518607
37.4,26.7,10.1,54.0,32.05,169,28.93962127879604
36.3,26.8,10.2,52.9,31.549999999999997,170,28.908916863932824
45.4,19.5,4.9,60.0,32.45,171,28.878228990604242
37.8,13.8,6.8,44.8,25.799999999999997,172,28.847561016159187
44.9,14.8,7.5,52.2,29.85,173,28.816916285287615
55.6,16.0,10.2,61.4,35.8,174,28.78629813002054
45.4,20.8,8.4,57.8,33.1,175,28.75570986973005
40.4,13.7,6.2,47.9,27.05,176,28.7251548111293
38.7,18.9,8.2,49.4,28.799999999999997,177,28.694636248272502
41.2,13.4,7.7,46.9,27.3,178,28.66415746255494
37.9,11.7,5.1,44.5,24.8,179,28.633721722712956
34.3,26.2,8.1,52.4,30.25,180,28.603332284823967
36.1,16.7,5.5,47.3,26.4,181,28.57299239230645
38.3,22.3,8.8,51.8,30.299999999999997,182,28.54270527591995
39.0,19.5,6.9,51.6,29.25,183,28.512474153765073
36.3,15.8,7.0,45.1,26.05,184,28.482302231283494
39.0,19.2,7.9,50.3,29.099999999999998,185,28.452192701257953
41.5,26.5,11.4,56.6,34.0,186,28.422148743812254
41.5,8.5,6.9,43.1,25.0,187,28.392173526411266
39.5,18.3,9.2,48.6,28.9,188,28.36227020386093
43.3,25.6,12.1,56.8,34.449999999999996,189,28.332441918308245
40.1,13.6,5.8,47.9,26.849999999999998,190,28.302691799241277
42.1,11.1,3.6,49.6,26.6,191,28.273022963489154
44.3,18.8,8.7,54.4,31.549999999999997,192,28.24343851522208
43.1,13.0,5.5,50.6,28.05,193,28.213941545951318
45.7,23.8,14.7,54.8,34.75,194,28.18453513452919
39.1,16.0,5.7,49.4,27.55,195,28.1552223471491
42.8,11.8,4.2,50.4,27.3,196,28.126006237345493
41.1,14.0,6.6,48.5,27.55,197,28.096889845993903
39.1,13.7,7.3,45.5,26.4,198,28.06787620131092
45.2,14.6,7.0,52.8,29.9,199,28.0389683188542
31.2,3.6,3.5,31.3,17.4,200,28.01016920152246
46.8,15.5,4.6,57.7,31.150000000000002,201,27.981481839555485
40.0,15.2,6.0,49.2,27.6,202,27.952909210534134
49.1,20.3,8.6,60.8,34.699999999999996,203,27.924454279380317
48.8,13.8,4.4,58.2,31.3,204,27.89611999835702
43.5,13.6,6.3,50.8,28.549999999999997,205,27.86790930706829
34.2,18.3,5.0,47.5,26.25,206,27.839825132459243
42.7,5.9,4.8,43.8,24.299999999999997,207,27.811870388816054
51.3,8.8,8.5,51.6,30.05,208,27.784047977765965
39.3,19.8,7.9,51.2,29.55,209,27.756360788277295
36.3,20.0,7.3,49.0,28.15,210,27.72881169665941
38.2,20.3,9.7,48.8,29.25,211,27.701403566562757
37.9,25.5,8.1,55.3,31.7,212,27.674139248978836
38.0,24.4,6.3,56.1,31.2,213,27.64702158224022
36.7,19.3,5.6,50.4,28.0,214,27.62005339202055
34.9,20.5,6.5,48.9,27.7,215,27.593237491334524
38.3,20.3,6.3,52.3,29.299999999999997,216,27.56657668053791
43.0,15.3,7.2,51.1,29.150000000000002,217,27.54007374732754
33.4,24.2,7.1,50.5,28.8,218,27.513731466741316
37.6,15.9,6.4,47.1,26.75,219,27.4875526011582
39.6,16.0,5.1,50.5,27.8,220,27.46153990029822
41.8,12.8,4.4,50.2,27.3,221,27.43569610122247
38.5,24.4,11.4,51.5,31.45,222,27.410023928333114
41.9,20.0,8.2,53.7,30.950000000000003,223,27.384526093373374
32.9,12.7,4.3,41.3,22.799999999999997,224,27.35920529542754
35.7,24.1,10.2,49.6,29.9,225,27.334064220920972
32.3,22.1,7.2,47.2,27.200000000000003,226,27.309105543620092
36.8,20.9,8.9,48.8,28.849999999999998,227,27.284331924632383
38.9,22.9,9.1,52.7,30.900000000000002,228,27.2597460124064
34.6,21.1,6.9,48.8,27.849999999999998,229,27.23535044273176
35.0,25.7,8.1,52.6,30.35,230,27.211147838739148
37.3,11.7,6.0,43.0,24.5,231,27.187140810900313
48.3,15.1,9.7,53.7,31.700000000000003,232,27.16333195702807
38.0,10.4,4.2,44.2,24.200000000000003,233,27.139723862276295
35.7,12.7,7.7,40.7,24.200000000000003,234,27.116319099139933
37.4,14.7,7.4,44.7,26.05,235,27.093120227455
33.9,14.7,6.1,42.5,24.3,236,27.070129794398568
36.3,16.6,9.3,43.6,26.450000000000003,237,27.047350334488776
35.5,19.8,9.6,45.7,27.650000000000002,238,27.024784369584836
49.7,14.0,12.8,50.9,31.85,239,27.00243440888702
37.0,22.3,7.0,52.3,29.65,240,26.98030294893666
34.0,16.0,5.8,44.2,25.0,241,26.958392473616165
32.2,3.4,2.2,33.4,17.8,242,26.936705454149
34.4,4.9,3.3,36.0,19.65,243,26.915244349099698
32.8,8.7,3.9,37.6,20.75,244,26.894011604373862
38.9,15.1,10.0,44.0,27.0,245,26.873009653218155
37.7,5.1,2.8,40.0,21.4,246,26.852240916220307
50.9,10.9,5.6,56.2,30.900000000000002,247,26.83170780130911
35.6,11.3,5.9,41.0,23.45,248,26.811412703754435
31.5,17.1,8.7,39.9,24.299999999999997,249,26.791358006167197
33.4,13.9,9.4,37.9,23.65,250,26.771546078499394
30.7,24.4,7.7,47.4,27.55,251,26.751979278044082
30.9,17.6,7.9,40.6,24.25,252,26.73265994943538
32.3,19.7,6.7,45.3,26.0,253,26.713590424648483
36.6,22.3,8.4,50.5,29.45,254,26.69477302299964
31.4,25.5,7.7,49.2,28.450000000000003,255,26.67621005114617
34.4,21.7,8.5,47.6,28.05,256,26.657903803086462
30.7,26.3,7.4,49.6,28.5,257,26.63985656015996
33.1,20.9,7.8,46.2,27.0,258,26.622070591047176
35.7,25.0,10.3,50.4,30.35,259,26.604548151769702
36.3,28.1,10.7,53.7,32.2,260,26.587291485690173
43.2,6.0,4.2,45.0,24.6,261,26.570302823512307
38.4,12.8,6.7,44.5,25.6,262,26.55358438328088
40.1,14.3,9.0,45.4,27.2,263,26.537138370381733
31.7,29.5,7.4,53.8,30.599999999999998,264,26.52096697754177
36.4,22.2,9.2,49.4,29.299999999999997,265,26.50507238482897
37.8,17.8,4.2,51.4,27.8,266,26.48945675965237
36.7,16.0,5.6,47.1,26.35,267,26.474122256762072
36.4,19.4,8.1,47.7,27.900000000000002,268,26.459071018249247
31.2,16.1,2.5,44.8,23.65,269,26.44430517354613
33.2,21.4,6.9,47.7,27.3,270,26.42982683942602
32.7,17.9,3.3,47.3,25.299999999999997,271,26.41563812000328
32.4,22.4,6.8,48.0,27.4,272,26.401741106733347
36.3,21.1,9.7,47.7,28.700000000000003,273,26.388137878412714
40.7,22.5,13.8,49.4,31.6,274,26.37483050117894
40.9,25.1,10.1,55.9,33.0,275,26.36182102851066
34.0,13.5,5.2,42.3,23.75,276,26.34911150122756
38.0,7.7,4.0,41.7,22.85,277,26.336703947490403
32.5,21.5,7.5,46.5,27.0,278,26.324600382801005
34.2,19.7,7.4,46.5,26.95,279,26.312802810002264
33.1,11.6,2.9,41.8,22.349999999999998,280,26.301313219278125
43.9,12.8,5.6,51.1,28.35,281,26.290133588153616
38.6,20.2,5.4,53.4,29.4,282,26.27926588149482
27.0,15.0,5.4,36.6,21.0,283,26.268712051508885
27.2,24.0,7.1,44.1,25.6,284,26.25847403774403
25.6,26.4,10.5,41.5,26.0,285,26.248553767089533
25.8,20.9,6.3,40.4,23.349999999999998,286,26.238953153775743
26.9,27.3,7.3,46.9,27.099999999999998,287,26.229674099374073
40.2,30.7,18.2,52.7,35.45,288,26.220718492797
31.3,28.0,11.2,48.1,29.65,289,26.212088210298067
28.0,30.1,13.9,44.2,29.05,290,26.203785115471884
24.9,29.7,9.3,45.3,27.299999999999997,291,26.195811059254122
26.9,22.5,8.8,40.6,24.700000000000003,292,26.188167879921522
28.7,23.7,11.1,41.3,26.2,293,26.18085740309189
23.3,26.7,7.4,42.6,25.0,294,26.17388144172409
25.7,22.9,9.1,39.5,24.3,295,26.167241796118066
26.6,30.0,8.5,48.1,28.3,296,26.160940253914816
25.6,20.2,5.4,40.4,22.9,297,26.154978590096405
25.2,21.3,7.2,39.3,23.25,298,26.149358566985967
25.8,21.3,8.1,39.0,23.55,299,26.144081934247698
28.0,27.5,7.2,48.3,27.75,300,26.13915042888686
25.7,21.6,5.7,41.6,23.650000000000002,301,26.134565775249783
22.5,21.1,5.2,38.4,21.8,302,26.13032968502386
25.2,16.9,3.3,38.8,21.049999999999997,303,26.12644385723755
28.3,22.0,6.2,44.1,25.150000000000002,304,26.122909978260374
28.1,7.6,6.1,29.6,17.85,305,26.119729721802926
24.0,32.5,9.0,47.5,28.25,306,26.116904748916863
25.1,24.8,2.9,47.0,24.95,307,26.1144367079949
25.1,25.3,6.0,44.4,25.2,308,26.112327234770827
45.1,25.4,9.2,61.3,35.25,309,26.110577952319495
30.9,24.2,9.3,45.8,27.549999999999997,310,26.109190471056817
30.6,17.2,5.6,42.2,23.900000000000002,311,26.108166388739782
28.7,17.5,5.1,41.1,23.1,312,26.107507290466433
26.7,19.2,6.3,39.6,22.95,313,26.107214748675883
34.5,25.3,9.4,50.4,29.9,314,26.107290323148312
30.7,24.5,7.7,47.5,27.6,315,26.107735561004965
30.9,22.3,8.4,44.8,26.599999999999998,316,26.10855199670815
29.8,18.9,5.9,42.8,24.349999999999998,317,26.109741152061247
35.4,17.5,10.8,42.1,26.450000000000003,318,26.111304536208685
27.9,23.2,7.5,43.6,25.55,319,26.11324364563598
29.5,23.8,7.2,46.1,26.650000000000002,320,26.115559964169698
29.0,18.5,8.9,38.6,23.75,321,26.118254962977478
32.6,9.8,6.2,36.2,21.200000000000003,322,26.121330100568017
30.3,18.8,7.1,42.0,24.55,323,26.12478682279109
28.5,39.7,11.7,56.5,34.1,324,26.128626562837525
31.6,16.8,4.1,44.3,24.2,325,26.13285074123922
29.1,28.0,10.9,46.2,28.55,326,26.13746076586914
28.2,22.7,5.5,45.4,25.45,327,26.142458031941317
28.7,22.7,11.6,39.8,25.7,328,26.147843922010836
32.5,32.5,11.3,53.7,32.5,329,26.153619805973868
31.1,17.6,8.9,39.8,24.349999999999998,330,26.15978704106763
27.4,14.2,5.2,36.4,20.8,331,26.166346971870418
28.5,17.3,7.6,38.2,22.900000000000002,332,26.173300930301586
25.3,24.5,7.8,42.0,24.9,333,26.180650235621556
29.0,24.5,10.9,42.6,26.75,334,26.188396194431814
28.1,17.5,5.5,40.1,22.8,335,26.196540100674913
32.4,18.1,8.9,41.6,25.25,336,26.20508323563447
29.4,24.1,10.4,43.1,26.75,337,26.21402686793517
29.6,17.6,8.2,39.0,23.6,338,26.22337225354276
31.4,20.9,10.5,41.8,26.15,339,26.233120635764056
37.9,15.9,15.2,38.6,26.9,340,26.243273245246936
35.5,26.3,16.3,45.5,30.9,341,26.25383129998034
27.8,37.1,10.2,54.7,32.45,342,26.26479600529429
29.3,34.2,10.8,52.7,31.75,343,26.276168553859854
31.6,31.3,7.7,55.2,31.450000000000003,344,26.28795012568917
27.4,30.9,9.1,49.2,29.150000000000002,345,26.300141888135453
29.4,19.3,7.7,41.0,24.35,346,26.31274499589297
27.4,32.6,9.7,50.3,30.0,347,26.325760590997056
37.0,31.9,14.0,54.9,34.45,348,26.33918980282412
27.7,26.9,7.1,47.5,27.3,349,26.353033748091626
30.4,25.2,5.6,50.0,27.8,350,26.36729353085811
29.4,35.3,10.8,53.9,32.35,351,26.38197024252317
31.2,25.7,5.8,51.1,28.45,352,26.397064961827468
28.7,29.4,9.4,48.7,29.05,353,26.41257875485274
28.0,21.9,5.3,44.6,24.95,354,26.428512675021775
33.2,18.5,5.1,46.6,25.85,355,26.444867763098436
38.2,29.3,10.9,56.6,33.75,356,26.461645047187652
31.6,30.9,10.1,52.4,31.25,357,26.47884554273541
19.8,47.0,12.9,53.9,33.4,358,26.49647025252877
26.3,26.2,8.7,43.8,26.25,359,26.514520166695853
36.5,41.8,11.6,66.7,39.15,360,26.532996262705847
27.7,42.0,12.1,57.6,34.85,361,26.551899505369008
27.9,24.4,6.9,45.4,26.15,362,26.57123084683665
25.2,31.8,7.5,49.5,28.5,363,26.590991226601158
25.0,26.5,6.6,44.9,25.75,364,26.611181571495987
28.2,29.2,5.3,52.1,28.7,365,26.631802795695645
35.2,32.1,14.5,52.8,33.65,366,26.652855800715717
27.5,30.1,7.7,49.9,28.8,367,26.674341475412845
27.9,27.0,6.8,48.1,27.45,368,26.696260695984744
28.0,28.6,7.7,48.9,28.3,369,26.718614325970186
29.6,30.2,9.4,50.4,29.9,370,26.74140321624902
33.4,26.3,13.0,46.7,29.85,371,26.764628205042147
26.5,25.2,9.4,42.3,25.849999999999998,372,26.78829011791154
31.6,31.9,10.1,53.4,31.75,373,26.812389767760244
29.3,19.8,5.6,43.5,24.55,374,26.836927954832355
27.6,32.2,10.8,49.0,29.9,375,26.861905466713047
27.4,28.9,7.2,49.1,28.150000000000002,376,26.88732307832855
28.3,17.5,6.2,39.6,22.900000000000002,377,26.91318155194617
27.3,19.6,6.1,40.8,23.45,378,26.939481637174268
26.9,23.4,7.9,42.4,25.15,379,26.966224070962273
31.3,13.3,5.6,39.0,22.3,380,26.993409577600687
27.2,14.2,6.1,35.3,20.7,381,27.021038868721067
29.4,33.3,9.7,53.0,31.35,382,27.049112643296045
37.0,34.0,16.5,54.5,35.5,383,27.077631587639306
34.7,27.0,12.7,49.0,30.85,384,27.106596375405616
32.4,23.8,7.2,49.0,28.1,385,27.136007667590793
31.8,17.1,3.9,45.0,24.45,386,27.165866112531724
40.2,22.6,8.1,54.7,31.400000000000002,387,27.19617234590637
33.2,33.9,12.5,54.6,33.55,388,27.226926990733745
29.7,22.3,10.1,41.9,26.0,389,27.25813065737394
35.0,23.8,7.7,51.1,29.400000000000002,390,27.289783943528096
39.0,27.0,10.2,55.8,33.0,391,27.321887434238437
35.6,18.3,6.8,47.1,26.95,392,27.35444170188824
28.1,31.8,12.8,47.1,29.950000000000003,393,27.387447306201853
35.9,24.7,10.8,49.8,30.299999999999997,394,27.420904794244688
31.7,26.5,12.8,45.4,29.1,395,27.454814700423224
40.8,18.1,11.2,47.7,29.450000000000003,396,27.489177546485003
36.5,20.3,6.8,50.0,28.4,397,27.523993841518628
38.4,21.2,6.2,53.4,29.8,398,27.55926408195378
37.6,23.1,8.4,52.3,30.349999999999998,399,27.5949887515612
41.3,22.7,9.7,54.3,32.0,400,27.631168321452684
38.1,15.9,8.6,45.4,27.0,401,27.667803250081107
36.2,20.9,8.8,48.3,28.549999999999997,402,27.704893983240403
37.8,10.1,5.1,42.8,23.95,403,27.74244095406557
36.0,14.7,5.4,45.3,25.349999999999998,404,27.780444583032683
37.9,21.1,6.0,53.0,29.5,405,27.81890527795887
47.0,24.6,13.2,58.4,35.8,406,27.857823434002324
47.6,30.0,17.7,59.9,38.8,407,27.89719943366231
39.5,9.2,7.2,41.5,24.35,408,27.937033646779152
38.9,18.2,9.7,47.4,28.549999999999997,409,27.97732643053425
36.2,6.9,5.6,37.5,21.55,410,28.018078129450064
40.1,17.2,3.7,53.6,28.650000000000002,411,28.05928907539011
40.2,9.3,1.7,47.8,24.75,412,28.100959587558982
38.6,15.6,5.0,49.2,27.1,413,28.143089972502338
34.2,11.4,3.9,41.7,22.8,414,28.185680524106893
36.6,9.3,6.1,39.8,22.95,415,28.228731523600437
40.0,7.4,3.4,44.0,23.7,416,28.27224323955182
37.1,3.9,2.4,38.6,20.5,417,28.316215927870953
35.3,6.8,2.6,39.5,21.05,418,28.36064983180883
37.8,10.2,5.9,42.1,24.0,419,28.405545181957486
37.5,13.0,3.2,47.3,25.25,420,28.450902196250045
37.1,13.4,8.0,42.5,25.25,421,28.496721079960675
37.8,10.3,5.3,42.8,24.049999999999997,422,28.543002025704627
35.8,11.4,6.1,41.1,23.6,423,28.58974521343821
35.0,4.6,3.7,35.9,19.8,424,28.636950810458796
34.6,7.9,1.8,40.7,21.25,425,28.684618971404827
33.8,12.9,5.0,41.7,23.35,426,28.732749838255806
37.7,9.2,4.9,42.0,23.45,427,28.781343540332305
37.4,13.5,3.8,47.1,25.45,428,28.830400194295958
37.0,9.2,6.3,39.9,23.099999999999998,429,28.879919904149475
38.6,3.5,2.6,39.5,21.05,430,28.92990276123661
37.4,7.8,7.4,37.8,22.599999999999998,431,28.98034884424221
37.1,7.1,5.4,38.8,22.099999999999998,432,29.031258219192164
37.9,14.6,7.0,45.5,26.25,433,29.082630939453438
46.8,4.0,4.0,46.8,25.4,434,29.13446704573406
44.1,22.3,14.4,52.0,33.2,435,29.186766566083122
39.3,12.9,6.5,45.7,26.1,436,29.239529515890784
38.8,21.9,8.6,52.1,30.35,437,29.292755897888277
33.1,18.3,5.9,45.5,25.7,438,29.346445702147886
33.2,4.9,2.6,35.5,19.05,439,29.40059890608297
40.1,16.6,5.7,51.0,28.35,440,29.455215474447947
43.2,17.2,5.6,54.8,30.2,441,29.510295359338308
31.7,15.7,6.3,41.1,23.7,442,29.5658385001906
48.5,6.6,4.7,50.4,27.55,443,29.621844823782446
42.4,7.3,3.3,46.4,24.849999999999998,444,29.678314244232524
45.4,7.2,5.6,47.0,26.3,445,29.735246663000588
43.4,7.8,4.8,46.4,25.599999999999998,446,29.792641968887445
41.7,14.4,7.9,48.2,28.05,447,29.85050003803498
41.0,9.9,5.3,45.6,25.45,448,29.908820733926134
47.5,12.0,7.6,51.9,29.75,449,29.96760390738492
