Agent 0,Agent 1,avg,min,max,steps,trend
373.2,447.9,410.5499999999999,373.2,447.9,461,408.2194117255642
349.7,488.7,419.2,349.7,488.7,462,409.3028144958625
323.3,497.4,410.35,323.3,497.4,463,410.3696085033447
373.6,471.5,422.55,373.6,471.5,464,411.4194496938877
412.2,431.1,421.65,412.2,431.1,465,412.45199208670454
448.6,447.8,448.2000000000001,447.8,448.6,466,413.4668877743437
441.5,413.0,427.25,413.0,441.5,467,414.46378692268934
448.7,448.1,448.4,448.1,448.7,468,415.44233777096156
414.2,448.4,431.2999999999999,414.2,448.4,469,416.40218663171584
384.5,327.5,356.0,327.5,384.5,470,417.3429778908436
448.4,496.0,472.2,448.4,496.0,471,418.264354007572
407.9,447.7,427.7999999999999,407.9,447.7,472,419.1659555144637
447.9,445.7,446.7999999999999,445.7,447.9,473,420.04742101741726
452.2,448.4,450.2999999999999,448.4,452.2,474,420.90838719566705
247.3,296.0,271.65,247.3,296.0,475,421.7484888017826
497.7,447.6,472.65,447.6,497.7,476,422.5673586616698
498.1,448.5,473.3,448.5,498.1,477,423.36462767457004
480.7,394.8,437.75,394.8,480.7,478,424.13992481306013
448.2,446.6,447.4,446.6,448.2,479,424.89287712305304
448.0,398.6,423.3,398.6,448.0,480,425.6231097237971
397.9,464.5,431.2,397.9,464.5,481,426.33024580787645
362.2,398.4,380.2999999999999,362.2,398.4,482,427.0139066412112
385.6,436.1,410.85,385.6,436.1,483,427.67371156305677
473.0,398.2,435.6,398.2,473.0,484,428.3092779860044
497.7,397.9,447.7999999999999,397.9,497.7,485,428.9202213959813
382.0,448.3,415.15,382.0,448.3,486,429.50615535224995
496.2,395.0,445.6,395.0,496.2,487,430.066691487409
417.2,398.9,408.0499999999999,398.9,417.2,488,430.60143950739246
450.0,400.4,425.2,400.4,450.0,489,431.11000719147023
398.3,395.6,396.9500000000001,395.6,398.3,490,431.5920003922478
448.1,445.0,446.55,445.0,448.1,491,432.0470230356666
374.2,298.0,336.1,298.0,374.2,492,432.47467712100354
445.7,397.7,421.7,397.7,445.7,493,432.87456272087115
347.4,425.4,386.4,347.4,425.4,494,433.24627798121804
388.1,348.3,368.2000000000001,348.3,388.1,495,433.5894191213282
408.6,448.3,428.4500000000001,408.6,448.3,496,433.9035804338215
449.0,398.2,423.6,398.2,449.0,497,434.18835428465354
373.7,434.5,404.1,373.7,434.5,498,434.4433311131153
373.8,447.4,410.6,373.8,447.4,499,434.6680994318339
