Agent 0,Agent 1,avg,min,max,steps,trend
39.0,38.1,38.55,38.1,39.0,457,42.2886222160949
37.9,36.5,37.2,36.5,37.9,458,42.332982623120884
42.7,42.1,42.400000000000006,42.1,42.7,459,42.3772242335135
43.8,42.7,43.25,42.7,43.8,460,42.42134017738395
42.1,41.1,41.6,41.1,42.1,461,42.4653235338021
43.7,43.1,43.400000000000006,43.1,43.7,462,42.50916733079655
43.3,42.3,42.8,42.3,43.3,463,42.55286454535461
39.7,39.0,39.35,39.0,39.7,464,42.59640810342225
36.2,35.3,35.75,35.3,36.2,465,42.63979087990419
39.7,38.0,38.85,38.0,39.7,466,42.68300569866382
43.9,40.9,42.4,40.9,43.9,467,42.726045332523256
41.5,40.3,40.9,40.3,41.5,468,42.76890250326329
42.7,41.7,42.2,41.7,42.7,469,42.81156988162344
42.2,41.9,42.05,41.9,42.2,470,42.85404008730191
43.3,43.7,43.5,43.3,43.7,471,42.896305688955636
42.3,41.3,41.8,41.3,42.3,472,42.938359204200204
42.3,41.5,41.9,41.5,42.3,473,42.980193099609956
43.7,41.8,42.75,41.8,43.7,474,43.0217997907179
44.2,42.9,43.55,42.9,44.2,475,43.063171642015774
43.9,42.9,43.4,42.9,43.9,476,43.10430096695399
42.1,41.2,41.650000000000006,41.2,42.1,477,43.145180027941684
40.8,41.0,40.9,40.8,41.0,478,43.18580103634669
40.1,38.7,39.400000000000006,38.7,40.1,479,43.22615615249554
44.4,43.3,43.849999999999994,43.3,44.4,480,43.26623748567347
43.9,42.8,43.349999999999994,42.8,43.9,481,43.30603709412442
44.7,44.3,44.5,44.3,44.7,482,43.34554698505102
42.9,42.1,42.5,42.1,42.9,483,43.38475911461464
43.3,42.2,42.75,42.2,43.3,484,43.42366538793531
44.0,42.1,43.05,42.1,44.0,485,43.46225765909177
44.1,42.8,43.45,42.8,44.1,486,43.50052773112149
43.4,42.2,42.8,42.2,43.4,487,43.53846735602061
43.9,43.0,43.45,43.0,43.9,488,43.576068234744
43.3,41.8,42.55,41.8,43.3,489,43.61332201720521
42.8,41.9,42.349999999999994,41.9,42.8,490,43.65022030227651
43.5,42.5,43.0,42.5,43.5,491,43.68675463778885
44.1,43.1,43.6,43.1,44.1,492,43.72291652053191
44.3,43.2,43.75,43.2,44.3,493,43.75869739625405
44.1,43.3,43.7,43.3,44.1,494,43.79408865966235
44.7,43.4,44.05,43.4,44.7,495,43.82908165442257
44.5,43.8,44.15,43.8,44.5,496,43.863667673159206
44.6,43.0,43.8,43.0,44.6,497,43.89783795745542
43.2,42.2,42.7,42.2,43.2,498,43.93158369785311
43.8,43.5,43.65,43.5,43.8,499,43.96489603385284
44.9,44.7,44.8,44.7,44.9,500,43.997766053913914
